p,q,x,y,z,theta,phi,rootid
-17,-9,0.628519,-0.018376,-0.777577,141.0393,1.6747,720575940655096481
-16,-11,0.511288,-0.120231,-0.850958,148.316,13.2329,720575940631681298
-16,-10,0.575406,-0.120865,-0.808888,143.9874,11.8626,720575940655608481
-15,-13,0.387792,-0.188362,-0.902295,154.4615,25.9072,720575940625581605
-17,-8,0.687317,-0.005502,-0.726337,136.5802,0.4587,720575940622574038
-15,-12,0.457466,-0.200023,-0.866438,150.0474,23.617,720575940640143192
-16,-9,0.641951,-0.112822,-0.758399,139.3233,9.9678,720575940621269696
-15,-11,0.525916,-0.211416,-0.823842,145.4713,21.8999,720575940617320331
-17,-7,0.733282,0.005712,-0.679901,132.8359,-0.4463,720575940622211241
-16,-8,0.69585,-0.098614,-0.711385,135.3477,8.0661,720575940638341353
-15,-10,0.586753,-0.205697,-0.783205,141.5549,19.319,720575940621710831
-14,-14,0.297611,-0.263295,-0.917662,156.5867,41.499,720575940617264245
-14,-13,0.367718,-0.279825,-0.886838,152.4786,37.2704,720575940635825144
-15,-9,0.648219,-0.195433,-0.735947,137.3873,16.7776,720575940631432901
-14,-12,0.440965,-0.287826,-0.850122,148.2249,33.1332,720575940648422532
-16,-7,0.744893,-0.077499,-0.662667,131.5036,5.9397,720575940639022911
-14,-11,0.513605,-0.292599,-0.806595,143.7646,29.67,720575940636051551
-15,-8,0.700555,-0.181602,-0.690104,133.6384,14.5327,720575940605581024
-14,-10,0.582426,-0.292269,-0.758524,139.3343,26.6481,720575940628729617
-13,-14,0.263401,-0.337136,-0.903858,154.6699,51.9998,720575940629277289
-13,-13,0.342934,-0.358736,-0.868162,150.2457,46.2901,720575940638990911
-16,-6,0.788148,-0.048041,-0.613608,127.8509,3.4881,720575940614968938
-14,-9,0.642188,-0.27628,-0.715027,135.6454,23.2782,720575940620655854
-15,-7,0.744685,-0.164329,-0.64687,130.306,12.444,720575940610903854
-13,-12,0.418457,-0.370718,-0.829133,146.0098,41.5382,720575940623221774
-13,-11,0.491815,-0.373216,-0.786656,141.8741,37.1932,720575940625813054
-16,-5,0.821814,0.002901,-0.569748,124.7326,-0.2023,720575940629070339
-14,-8,0.697724,-0.261278,-0.667019,131.8374,20.5295,720575940630787599
-15,-6,0.790932,-0.135723,-0.596662,126.6312,9.7371,720575940636988813
-13,-10,0.562574,-0.373195,-0.737724,137.5379,33.5591,720575940613616559
-12,-15,0.130228,-0.375507,-0.917625,156.5813,70.8732,720575940614026280
-12,-14,0.21751,-0.407319,-0.887007,152.4995,61.8976,720575940612855219
-12,-13,0.306156,-0.429556,-0.849559,148.1637,54.5215,720575940631087831
-14,-7,0.742221,-0.241372,-0.625178,128.6953,18.0147,720575940611704689
-16,-4,0.827724,0.055325,-0.558402,123.9454,-3.824,720575940623210933
-13,-9,0.626967,-0.360163,-0.690793,133.6929,29.8753,720575940632232418
-15,-5,0.827259,-0.094962,-0.553736,123.6237,6.5484,720575940618728606
-12,-12,0.388017,-0.448543,-0.805141,143.6239,49.1382,720575940636050271
-12,-11,0.464694,-0.454379,-0.76,139.4642,44.3569,720575940629485041
-13,-8,0.683215,-0.340206,-0.646125,130.2501,26.4709,720575940614486782
-14,-6,0.786679,-0.213718,-0.57919,125.3936,15.1988,720575940612334810
-15,-4,0.855178,-0.045236,-0.516356,121.0882,3.028,720575940616787061
-12,-10,0.53592,-0.449618,-0.714586,135.6093,39.9955,720575940640503640
-11,-15,0.079227,-0.445246,-0.891897,153.1125,79.9104,720575940616083212
-11,-14,0.164928,-0.48251,-0.860223,149.3416,71.129,720575940605029856
-13,-7,0.732827,-0.320335,-0.600291,126.8908,23.6112,720575940633468385
-14,-5,0.82902,-0.176955,-0.530483,122.0381,12.049,720575940620739494
-11,-13,0.258949,-0.503286,-0.824408,145.5285,62.7735,720575940621096686
-12,-9,0.602482,-0.437608,-0.667469,131.872,35.9925,720575940639258200
-11,-12,0.347273,-0.520405,-0.780115,141.2711,56.2843,720575940621528703
-15,-3,0.882319,0.001659,-0.470649,118.0764,-0.1078,720575940643572334
-13,-6,0.779951,-0.291692,-0.553708,123.6218,20.5052,720575940629703724
-12,-8,0.660559,-0.421276,-0.621441,128.4215,32.528,720575940611685489
-11,-11,0.426218,-0.525627,-0.736244,137.4124,50.9623,720575940630142265
-14,-4,0.861835,-0.135898,-0.488642,119.2514,8.9609,720575940636037983
-11,-10,0.500261,-0.522812,-0.690222,133.6477,46.2627,720575940637471054
-10,-15,0.015927,-0.504086,-0.863507,149.7126,88.1903,720575940624121322
-13,-5,0.824495,-0.253526,-0.505899,120.391,17.0923,720575940622617736
-12,-7,0.71298,-0.401304,-0.574992,125.099,29.3732,720575940633074783
-10,-16,-0.060213,-0.458017,-0.886902,152.4865,97.4894,720575940626772666
-10,-14,0.109882,-0.54403,-0.83184,146.2882,78.5812,720575940634769562
-15,-2,0.903078,0.046266,-0.426976,115.2758,-2.9328,720575940629387051
-14,-3,0.890942,-0.089867,-0.445137,116.4321,5.7598,720575940621526655
-10,-13,0.205787,-0.57257,-0.793609,142.5241,70.2311,720575940633076691
-11,-9,0.569788,-0.509698,-0.644632,130.1381,41.8139,720575940618697506
-10,-12,0.298795,-0.590189,-0.749933,138.5845,63.1482,720575940631440697
-12,-6,0.764259,-0.373344,-0.525854,121.7258,26.0357,720575940627963978
-13,-4,0.862941,-0.214761,-0.457396,117.2192,13.9753,720575940643285389
-11,-8,0.633985,-0.497545,-0.59204,126.3019,38.1244,720575940624328167
-10,-11,0.384025,-0.595915,-0.705273,134.8516,57.201,720575940625496720
-14,-2,0.915416,-0.042024,-0.400309,113.5975,2.6284,720575940623627460
-12,-5,0.813182,-0.332927,-0.477383,118.5146,22.2648,720575940630416766
-10,-10,0.463555,-0.585529,-0.665036,131.6851,51.6319,720575940623160614
-11,-7,0.688443,-0.478509,-0.545046,123.0278,34.8016,720575940621183624
-9,-16,-0.119738,-0.499162,-0.858196,149.1146,103.4891,720575940609312860
-13,-3,0.893093,-0.174124,-0.414809,114.5073,11.0324,720575940626666312
-9,-15,-0.046742,-0.556087,-0.829808,146.0791,94.8047,720575940634215393
-9,-14,0.043453,-0.595606,-0.8021,143.3311,85.8273,720575940620605776
-9,-13,0.143919,-0.626652,-0.765895,139.9867,77.0655,720575940631162410
-10,-9,0.53452,-0.572626,-0.621602,128.4332,46.9712,720575940618392157
-12,-4,0.85544,-0.292551,-0.427359,115.3001,18.8801,720575940621683973
-11,-6,0.740927,-0.451307,-0.497342,119.8243,31.3461,720575940621659046
-14,-1,0.930936,0.015253,-0.364865,111.3993,-0.9387,720575940631717906
-9,-12,0.242352,-0.652921,-0.717607,135.8573,69.636,720575940610438898
-13,-2,0.917498,-0.125581,-0.377394,112.1723,7.7938,720575940627053329
-10,-8,0.601639,-0.561674,-0.567937,124.6065,43.0324,720575940611838577
-9,-11,0.332934,-0.66404,-0.669481,132.027,63.3719,720575940620210014
-11,-5,0.792356,-0.417132,-0.445166,116.434,27.7643,720575940634360546
-12,-3,0.888807,-0.252352,-0.382546,112.4915,15.8504,720575940605478321
-9,-10,0.42152,-0.652525,-0.629708,129.0286,57.1382,720575940606398240
-10,-7,0.662014,-0.544269,-0.515276,121.0159,39.425,720575940609667083
-8,-15,-0.108568,-0.585631,-0.803274,143.4439,100.5026,720575940640212413
-8,-16,-0.184815,-0.521969,-0.832701,146.3773,109.4976,720575940638318399
-8,-14,-0.019148,-0.633643,-0.773389,140.6592,91.7309,720575940632055912
-13,-1,0.93836,-0.072356,-0.338002,109.7552,4.4093,720575940639421016
-8,-13,0.079282,-0.672857,-0.735512,137.3505,83.2799,720575940629545803
-9,-9,0.496332,-0.640104,-0.586448,125.9054,52.2103,720575940639131876
-11,-4,0.836751,-0.375018,-0.39901,113.5163,24.1411,720575940636028261
-10,-6,0.715509,-0.517355,-0.469459,117.9992,35.8691,720575940620159960
-12,-2,0.915073,-0.20716,-0.346014,110.2437,12.756,720575940604687532
-8,-12,0.181927,-0.70322,-0.687302,133.4169,75.4953,720575940618860445
-9,-8,0.565854,-0.62533,-0.537375,122.5051,47.8584,720575940660975745
-8,-11,0.273069,-0.722178,-0.635525,129.4589,69.2875,720575940629714999
-13,0,0.954058,-0.015005,-0.299247,107.4124,0.901,720575940604714929
-11,-3,0.875634,-0.332035,-0.350738,110.5324,20.7664,720575940617027257
-10,-5,0.768061,-0.487226,-0.415563,114.5548,32.3893,720575940626850678
-7,-16,-0.237883,-0.52078,-0.819878,145.0726,114.5501,720575940625577912
-12,-1,0.937906,-0.156936,-0.30936,108.0206,9.4991,720575940615658713
-8,-10,0.36182,-0.719626,-0.592643,126.3448,63.3073,720575940632113439
-7,-15,-0.175949,-0.606438,-0.775419,140.8431,106.1793,720575940636151032
-9,-7,0.628969,-0.606882,-0.485894,119.071,43.9761,720575940629262922
-7,-14,-0.088362,-0.662199,-0.7441,138.0819,97.6005,720575940614750870
-7,-13,0.009558,-0.708166,-0.705981,134.9089,89.2267,720575940635689626
-8,-9,0.446488,-0.706371,-0.549262,123.3164,57.7035,720575940616572992
-11,-2,0.90558,-0.286949,-0.312385,108.203,17.5817,720575940631102509
-13,1,0.958381,0.036468,-0.283154,106.4486,-2.1791,720575940635757168
-10,-4,0.813413,-0.452947,-0.364964,111.4054,29.1111,720575940615836450
-9,-6,0.685962,-0.580407,-0.438843,116.0301,40.2353,720575940628637672
-7,-12,0.114282,-0.744709,-0.657532,131.1119,81.2755,720575940627476040
-12,0,0.958244,-0.100423,-0.267738,105.5297,5.9827,720575940617236923
-8,-8,0.519058,-0.693213,-0.500034,120.0023,53.1752,720575940616553541
-7,-11,0.215299,-0.764809,-0.607217,127.3886,74.2777,720575940625614101
-11,-1,0.932073,-0.238732,-0.272482,105.812,14.3663,720575940630767631
-10,-3,0.854675,-0.409796,-0.318745,108.5871,25.6166,720575940618902811
-9,-5,0.736727,-0.552877,-0.389308,112.9114,36.8864,720575940623628105
-6,-15,-0.245859,-0.622997,-0.742582,137.9518,111.5361,720575940610277956
-7,-10,0.303489,-0.773261,-0.556743,123.8309,68.571,720575940632238675
-8,-7,0.588819,-0.670412,-0.451487,116.8391,48.7073,720575940630386060
-6,-14,-0.161091,-0.689902,-0.705751,134.8903,103.143,720575940630697124
-12,1,0.971508,-0.046129,-0.232473,103.4427,2.7185,720575940631718028
-6,-13,-0.062107,-0.736975,-0.673061,132.3037,94.8171,720575940627177491
-10,-2,0.889153,-0.364361,-0.276852,106.0724,22.2831,720575940627723416
-9,-4,0.785444,-0.521,-0.33412,109.519,33.5571,720575940631682003
-7,-9,0.388052,-0.767616,-0.51008,120.6691,63.1821,720575940623942408
-11,0,0.954368,-0.184297,-0.234984,103.5907,10.9298,720575940603327916
-6,-12,0.047482,-0.776359,-0.6285,128.9396,86.5002,720575940625547909
-8,-6,0.646939,-0.647976,-0.40199,113.7026,45.0459,720575940622977791
-12,2,0.977686,0.005074,-0.210011,102.123,-0.2973,720575940628423592
-6,-11,0.150771,-0.801498,-0.578679,125.3577,79.3465,720575940621337025
-7,-8,0.467511,-0.753165,-0.462791,117.5674,58.1709,720575940630050920
-9,-3,0.828373,-0.480313,-0.288267,106.7542,30.1063,720575940630299276
-10,-1,0.920925,-0.311679,-0.233995,103.5324,18.698,720575940627147080
-8,-5,0.699801,-0.620168,-0.354501,110.7629,41.5475,720575940632811112
-5,-15,-0.313047,-0.634295,-0.706874,134.9812,116.2679,720575940603935334
-11,1,0.972856,-0.124913,-0.194803,101.2332,7.3167,720575940610580578
-6,-10,0.247868,-0.811294,-0.529494,121.9713,73.0109,720575940632443804
-5,-14,-0.229738,-0.703494,-0.672545,132.2638,108.0853,720575940619333701
-7,-7,0.539194,-0.732037,-0.416403,114.6077,53.6259,720575940626684689
-5,-13,-0.137351,-0.757889,-0.637761,129.6251,100.2721,720575940632606509
-9,-2,0.864475,-0.436318,-0.249619,104.4549,26.781,720575940619977087
-10,0,0.945534,-0.258637,-0.197668,101.4006,15.2982,720575940629246586
-6,-9,0.330061,-0.813311,-0.479151,118.63,67.9115,720575940644945352
-8,-4,0.750316,-0.586816,-0.304422,107.7234,38.0287,720575940613700305
-5,-12,-0.029673,-0.803731,-0.594253,126.4594,92.1143,720575940625225085
-11,2,0.983371,-0.0707,-0.167283,99.6299,4.1123,720575940617449506
-7,-6,0.603126,-0.708472,-0.366478,111.4986,49.5921,720575940614935249
-5,-11,0.081034,-0.835301,-0.543789,122.9419,84.459,720575940627764350
-6,-8,0.409838,-0.805246,-0.428501,115.3724,63.0257,720575940625273118
-9,-1,0.899498,-0.385953,-0.204798,101.8177,23.223,720575940631103007
-10,1,0.96535,-0.203117,-0.16384,99.4299,11.8822,720575940630588101
-8,-3,0.796207,-0.547705,-0.257048,104.895,34.5238,720575940629077191
-4,-15,-0.398158,-0.613417,-0.682048,133.0039,122.9869,720575940624374013
-7,-5,0.658501,-0.681687,-0.318873,108.5948,45.9911,720575940610578786
-5,-10,0.179461,-0.849859,-0.495514,119.7036,78.0762,720575940605262880
-4,-14,-0.303551,-0.70517,-0.640775,129.8496,113.2902,720575940625981327
-11,3,0.988817,-0.013593,-0.148511,98.5407,0.7876,720575940621756336
-6,-7,0.484883,-0.787568,-0.380296,112.352,58.3806,720575940644950216
-4,-13,-0.208871,-0.770828,-0.601828,127.001,105.1613,720575940649324153
-9,0,0.930052,-0.330566,-0.160403,99.2303,19.5666,720575940609555406
-8,-2,0.836151,-0.503722,-0.217063,102.5366,31.066,720575940613120741
-5,-9,0.268709,-0.852485,-0.448403,116.6413,72.5048,720575940623666320
-10,2,0.98206,-0.140157,-0.126154,97.2474,8.1223,720575940629588891
-7,-4,0.711293,-0.647586,-0.273301,105.8608,42.3158,720575940620462177
-4,-12,-0.107056,-0.819781,-0.562582,124.2345,97.4402,720575940620780270
-6,-6,0.55483,-0.762893,-0.331901,109.3842,53.9727,720575940614503285
-4,-11,-0.000438,-0.861966,-0.506965,120.4619,90.0291,720575940606665564
-8,-1,0.872984,-0.454745,-0.176368,100.1583,27.5154,720575940626900086
-5,-8,0.348517,-0.849525,-0.396035,113.3305,67.6942,720575940620500801
-9,1,0.953676,-0.273588,-0.125108,97.187,16.007,720575940622933444
-7,-3,0.761542,-0.606447,-0.228639,103.217,38.5317,720575940617620509
-10,3,0.990994,-0.08369,-0.104532,96.0002,4.8272,720575940628748816
-3,-14,-0.383882,-0.690799,-0.612724,127.7867,119.0612,720575940622000993
-6,-5,0.613933,-0.735484,-0.286619,106.6557,50.1471,720575940629090048
-4,-10,0.102164,-0.883553,-0.457051,117.197,83.4042,720575940633138330
-5,-7,0.426036,-0.835936,-0.345983,110.2418,62.9943,720575940646369588
-3,-13,-0.28853,-0.771072,-0.567625,124.5848,110.5155,720575940612523669
-9,2,0.974145,-0.207061,-0.090374,95.1851,12.0,720575940636847167
-8,0,0.909284,-0.395539,-0.129425,97.4364,23.509,720575940627669239
-7,-2,0.801817,-0.568509,-0.184085,100.6078,35.3376,720575940631894753
-4,-9,0.198038,-0.890677,-0.409237,114.1569,77.4645,720575940643266583
-3,-12,-0.181882,-0.830116,-0.527092,121.8092,102.3585,720575940631726440
-10,4,0.996317,-0.017407,-0.083966,94.8165,1.0009,720575940636071519
-6,-4,0.666175,-0.705133,-0.242894,104.0574,46.6273,720575940620859574
-5,-6,0.498984,-0.814082,-0.297128,107.2852,58.4942,720575940627088330
-3,-11,-0.078029,-0.874782,-0.478193,118.5674,95.0972,720575940620415568
-4,-8,0.283185,-0.887522,-0.363471,111.3135,72.3035,720575940610952982
-8,1,0.937646,-0.336212,-0.088211,95.0607,19.7263,720575940630827339
-7,-1,0.841846,-0.52022,-0.143761,98.2655,31.7141,720575940628157595
-9,3,0.986973,-0.150425,-0.057064,93.2713,8.6658,720575940637571812
-6,-3,0.721479,-0.663489,-0.198115,101.4267,42.6024,720575940612562525
-2,-14,-0.448475,-0.678813,-0.581449,125.5525,123.4517,720575940632094824
-10,5,0.996007,0.054732,-0.070534,94.0447,-3.1453,720575940620133243
-5,-5,0.568712,-0.783607,-0.250056,104.4808,54.0293,720575940634766699
-3,-10,0.020513,-0.905779,-0.423254,115.0402,88.7027,720575940615811807
-2,-13,-0.363559,-0.757794,-0.541823,122.8078,115.6298,720575940617213557
-4,-7,0.364308,-0.877092,-0.313032,108.242,67.444,720575940612410481
-8,2,0.958584,-0.279104,-0.056721,93.2516,16.2336,720575940606057900
-7,0,0.882133,-0.460078,-0.100844,95.7878,27.5444,720575940627970122
-9,4,0.995657,-0.086882,-0.033447,91.9167,4.987,720575940621181424
-6,-2,0.768751,-0.620728,-0.154009,98.8593,38.9191,720575940640572733
-3,-9,0.120616,-0.91997,-0.372971,111.899,82.5306,720575940630011961
-2,-12,-0.258264,-0.830279,-0.493899,119.5972,107.2787,720575940617509716
-5,-4,0.621897,-0.754234,-0.210653,102.1606,50.493,720575940612352114
-4,-6,0.442153,-0.857126,-0.264266,105.3233,62.7128,720575940613508210
-2,-11,-0.148793,-0.881069,-0.448974,116.6778,99.5855,720575940636304218
-3,-8,0.211959,-0.920078,-0.329438,109.2347,77.0271,720575940629504105
-9,5,0.99985,-0.011582,-0.012883,90.7381,0.6636,720575940627189622
-8,3,0.976778,-0.21311,-0.022095,91.266,12.3077,720575940621472750
-7,1,0.917851,-0.392792,-0.057135,93.2754,23.1684,720575940622304895
-6,-1,0.807394,-0.579205,-0.11241,96.4542,35.6547,720575940626104648
-1,-14,-0.513627,-0.654728,-0.554543,123.6792,128.1138,720575940625410441
-5,-3,0.673498,-0.720468,-0.16531,99.5152,46.9299,720575940627082329
-2,-10,-0.049571,-0.915896,-0.398342,113.4746,93.098,720575940629349826
-1,-13,-0.434433,-0.736468,-0.518539,121.2343,120.5358,720575940624402761
-4,-5,0.513237,-0.830663,-0.215841,102.4649,58.2896,720575940629829275
-3,-7,0.297307,-0.912973,-0.279443,106.227,71.9623,720575940639546933
-8,4,0.988122,-0.153449,0.008223,89.5289,8.8271,720575940624599836
-7,2,0.940053,-0.340139,-0.024623,91.4109,19.8916,720575940618491038
-9,6,0.996603,0.081088,0.01438,89.176,-4.6516,720575940623458428
-1,-12,-0.335597,-0.815784,-0.471033,118.1014,112.3613,720575940623820523
-6,0,0.8474,-0.526163,-0.071167,94.081,31.8368,720575940636425870
-2,-9,0.042063,-0.937931,-0.344261,110.1367,87.4322,720575940630446970
-5,-2,0.727224,-0.675614,-0.121205,96.9616,42.8931,720575940641202640
-4,-4,0.578606,-0.797466,-0.171066,99.8498,54.037,720575940630407751
-3,-6,0.37928,-0.896669,-0.228323,103.1984,67.0723,720575940606712777
-1,-11,-0.225493,-0.881233,-0.415429,114.5464,104.3531,720575940621407470
-8,5,0.995942,-0.082402,0.036174,87.9269,4.7298,720575940624335399
-7,3,0.961484,-0.274781,0.006623,89.6205,15.9493,720575940624467644
-2,-8,0.131635,-0.946985,-0.293072,107.042,82.0864,720575940626192771
-6,1,0.888198,-0.458745,-0.025646,91.4696,27.3159,720575940639250741
-5,-1,0.774153,-0.62789,-0.080254,94.6032,39.0444,720575940628107881
-4,-3,0.63134,-0.764514,-0.130108,97.4758,50.4499,720575940621189358
0,-13,-0.507283,-0.710684,-0.487435,119.1721,125.5191,720575940621314440
-1,-10,-0.119357,-0.924124,-0.362972,111.2828,97.3594,720575940620233899
-3,-5,0.456667,-0.87118,-0.180281,100.3861,62.3367,720575940611216867
-8,6,0.998856,-0.004088,0.047638,87.2695,0.2345,720575940616848140
-2,-7,0.223722,-0.943263,-0.245364,104.2034,76.6572,720575940626525982
0,-12,-0.416179,-0.791796,-0.447051,116.5546,117.727,720575940620728710
-7,4,0.976842,-0.210366,0.039072,87.7608,12.1532,720575940619471440
-6,2,0.917863,-0.396807,0.008443,89.5163,23.3796,720575940613416744
-1,-9,-0.025874,-0.94867,-0.315207,108.3733,91.5623,720575940629500777
-5,0,0.812287,-0.581819,-0.040945,92.3466,35.613,720575940624951560
-4,-2,0.681796,-0.726203,-0.088229,95.0617,46.8065,720575940625061885
-3,-4,0.525712,-0.839895,-0.134921,97.7541,57.9565,720575940626607110
0,-11,-0.308523,-0.867054,-0.391192,113.0287,109.587,720575940629098878
-8,7,0.995324,0.080461,0.053448,86.9362,-4.6217,720575940613127574
-2,-6,0.310373,-0.93033,-0.195334,101.2642,71.5504,720575940630201206
-7,5,0.987114,-0.145909,0.065707,86.2325,8.4082,720575940626222681
-1,-8,0.057876,-0.962231,-0.266012,105.4271,86.5579,720575940631116586
-6,3,0.939672,-0.340205,0.035726,87.9526,19.9026,720575940622516104
-5,1,0.851906,-0.523678,0.004221,89.7581,31.5796,720575940616097653
1,-13,-0.594973,-0.663565,-0.453528,116.9703,131.8804,720575940615261235
0,-10,-0.198114,-0.922605,-0.330986,109.3286,102.1193,720575940633731832
-4,-1,0.7372,-0.674184,-0.044855,92.5709,42.4435,720575940619519061
-3,-3,0.584646,-0.805953,-0.092891,95.33,54.0425,720575940624322341
-2,-5,0.390424,-0.908955,-0.146183,98.4058,66.755,720575940613857251
-7,6,0.993846,-0.074338,0.082127,85.2892,4.2777,720575940635542895
1,-12,-0.492176,-0.764227,-0.416797,114.6326,122.7823,720575940634682487
-6,4,0.959502,-0.274261,0.06432,86.3122,15.9519,720575940627176566
-1,-7,0.146808,-0.966157,-0.212105,102.2457,81.36,720575940626774026
-5,2,0.887057,-0.459705,0.042439,87.5677,27.3948,720575940610316664
0,-9,-0.098276,-0.955989,-0.276455,106.0488,95.8694,720575940631668475
-4,0,0.77793,-0.628328,-0.005391,90.3089,38.9275,720575940611362965
1,-11,-0.391652,-0.84282,-0.369137,111.6624,114.9239,720575940634440858
-7,7,0.99646,-0.001016,0.08406,85.178,0.0584,720575940628437776
-3,-2,0.636243,-0.769421,-0.056454,93.2363,50.4123,720575940615279419
-2,-4,0.465269,-0.879184,-0.102766,95.8984,62.112,720575940616095259
-6,5,0.972843,-0.2134,0.089651,84.8565,12.3723,720575940611551857
-1,-6,0.238729,-0.957282,-0.163154,99.39,75.9971,720575940632378695
0,-8,-0.010409,-0.972869,-0.231121,103.3631,90.613,720575940634907161
-5,3,0.913723,-0.400999,0.065653,86.2356,23.6949,720575940625448394
2,-13,-0.630239,-0.657356,-0.413137,114.4021,133.7935,720575940638169688
-7,8,0.994608,0.070676,0.075894,85.6474,-4.0646,720575940615908353
1,-10,-0.278738,-0.909339,-0.308881,107.9918,107.0418,720575940625817768
-4,1,0.815353,-0.578006,0.033276,88.093,35.3329,720575940619121713
-3,-1,0.691531,-0.722245,-0.012155,90.6965,46.2445,720575940630193255
2,-12,-0.563662,-0.730456,-0.385642,112.6836,127.6558,720575940615649366
-6,6,0.983874,-0.144661,0.105194,83.9617,8.3644,720575940634728043
-2,-3,0.530845,-0.845361,-0.059743,93.425,57.8732,720575940646433076
-1,-5,0.318737,-0.940352,-0.118934,96.8306,71.2757,720575940626064456
0,-7,0.074513,-0.980506,-0.181815,100.4755,85.6542,720575940618739136
-5,4,0.936911,-0.338975,0.085401,85.1009,19.8901,720575940618490782
1,-9,-0.177166,-0.952159,-0.249009,104.4188,100.5403,720575940636962138
-4,2,0.849321,-0.523543,0.067502,86.1295,31.6507,720575940631681095
2,-11,-0.472537,-0.812297,-0.341881,109.9915,120.1878,720575940621454427
-6,7,0.990303,-0.072452,0.118537,83.1923,4.1844,720575940640318552
-3,0,0.739917,-0.672096,0.02845,88.3697,42.2501,720575940651887094
-2,-2,0.589105,-0.80781,-0.019956,91.1435,53.8981,720575940622893150
-1,-4,0.400859,-0.913223,-0.073047,94.189,66.3009,720575940620922644
-5,5,0.955238,-0.275215,0.108526,83.7697,16.0723,720575940647995769
0,-6,0.164742,-0.977931,-0.128497,97.3827,80.4377,720575940618931229
1,-8,-0.085909,-0.976982,-0.195256,101.2597,95.0253,720575940629855964
2,-10,-0.365553,-0.885993,-0.285285,106.5759,112.4206,720575940625428368
-6,8,0.992029,0.00018,0.126006,82.7611,-0.0104,720575940636136799
-4,3,0.880884,-0.464032,0.093366,84.6427,27.7793,720575940632034724
3,-12,-0.631559,-0.690564,-0.352498,110.6402,132.4447,720575940624733769
-3,1,0.778297,-0.625152,0.058641,86.6382,38.7725,720575940605215665
-5,6,0.96887,-0.208266,0.133854,82.3077,12.1316,720575940629287034
-2,-1,0.644966,-0.763967,0.019328,88.8925,49.8278,720575940628314643
-1,-3,0.4707,-0.881788,-0.029856,91.7109,61.9066,720575940631644719
-6,9,0.990439,0.072698,0.117239,83.2672,-4.1979,720575940616046348
0,-5,0.245964,-0.965504,-0.085467,94.9029,75.7078,720575940609063800
1,-7,0.001285,-0.988944,-0.148285,98.5276,89.9255,720575940634024303
-4,4,0.908906,-0.403087,0.106823,83.8678,23.9166,720575940630505297
2,-9,-0.259009,-0.939344,-0.224828,102.9928,105.4153,720575940632807359
3,-11,-0.546786,-0.777278,-0.31123,108.1334,125.125,720575940623738365
-3,2,0.812759,-0.576184,0.08622,85.0538,35.3337,720575940623946851
-5,7,0.977729,-0.141284,0.155195,81.0719,8.2224,720575940628544828
-2,0,0.695451,-0.716436,0.055373,86.8258,45.8515,720575940606944898
-1,-2,0.535933,-0.844224,0.007873,89.5489,57.5917,720575940637746493
-4,5,0.932197,-0.337549,0.130646,82.4931,19.9054,720575940627167253
0,-4,0.32692,-0.944019,-0.044179,92.5321,70.8987,720575940622697992
3,-10,-0.449592,-0.855464,-0.257,104.8921,117.7243,720575940630919763
1,-6,0.089449,-0.991013,-0.099457,95.7079,84.8424,720575940622490381
2,-8,-0.161365,-0.972959,-0.165265,99.5126,99.4168,720575940611751347
-5,8,0.9822,-0.07406,0.172623,80.0597,4.3121,720575940621643132
4,-12,-0.719911,-0.600101,-0.348722,110.4092,140.1862,720575940624950676
-3,3,0.844346,-0.524346,0.110187,83.6739,31.8406,720575940618420278
-2,1,0.737306,-0.670694,0.080924,85.3583,42.2914,720575940630000399
-4,6,0.948591,-0.272136,0.161607,80.6998,16.0073,720575940622838408
-5,9,0.984234,-0.003011,0.176847,79.8139,0.1753,720575940622447344
-1,-1,0.592416,-0.804421,0.044163,87.4688,53.6302,720575940625924995
4,-11,-0.623409,-0.728037,-0.285173,106.5692,130.573,720575940625483322
3,-9,-0.347696,-0.917135,-0.194862,101.2367,110.7623,720575940617029009
0,-3,0.409192,-0.912446,0.001957,89.8879,65.8459,720575940630294902
2,-7,-0.07595,-0.990317,-0.116204,96.6731,94.3856,720575940634978222
1,-5,0.174754,-0.983265,-0.051483,92.9511,79.9222,720575940636293739
-3,4,0.873363,-0.467242,0.137556,82.0935,28.1464,720575940627344783
-2,2,0.773727,-0.625162,0.102563,84.1132,38.9378,720575940617246395
-5,10,0.983563,0.068572,0.167039,80.3843,-3.9881,720575940622718344
-4,7,0.960247,-0.203867,0.190693,79.0068,11.9863,720575940638102384
-1,0,0.644944,-0.760625,0.074144,85.748,49.7049,720575940624624432
