p,q,x,y,z,theta,phi,rootid
8,0,0.000874,0.928724,0.370772,68.2368,-89.9461,720575940608390869
10,-3,-0.390004,0.877649,0.278621,73.8221,-113.9591,720575940626768650
3,8,0.729173,0.468525,0.49879,60.08,-32.7225,720575940631077903
5,5,0.521533,0.709105,0.474524,61.6716,-53.6663,720575940622588808
1,11,0.860935,0.173798,0.478106,61.4382,-11.413,720575940628195431
7,2,0.222799,0.880041,0.41939,65.2039,-75.793,720575940626941700
11,-4,-0.564439,0.79149,0.234417,76.4427,-125.494,720575940626180892
9,-1,-0.162944,0.919602,0.357465,69.0554,-100.0479,720575940631885476
0,13,0.887817,-0.002756,0.460188,62.6008,0.1779,720575940622249129
4,7,0.654264,0.557038,0.511515,59.2352,-40.4109,720575940608228107
12,-5,-0.763771,0.621732,0.173504,80.0084,-140.8534,720575940624863239
2,10,0.807078,0.299164,0.509045,59.3998,-20.3385,720575940622245033
6,4,0.415609,0.779391,0.468849,62.0404,-61.9313,720575940616077930
8,1,0.07642,0.908219,0.411458,65.7035,-85.1903,720575940619907742
10,-2,-0.314497,0.890992,0.327453,70.8858,-109.4417,720575940623939145
3,9,0.750031,0.402047,0.525177,58.3198,-28.1931,720575940624077240
5,6,0.564697,0.646915,0.512463,59.1719,-48.882,720575940646915875
1,12,0.864755,0.10496,0.491103,60.5869,-6.9205,720575940621244325
7,3,0.285712,0.838811,0.463427,62.3915,-71.1904,720575940630957568
11,-3,-0.481492,0.82618,0.292562,72.9886,-120.2333,720575940611028594
9,0,-0.093285,0.910795,0.402181,66.2854,-95.8479,720575940626571909
4,8,0.677758,0.500996,0.538189,57.4396,-36.4717,720575940627695749
2,11,0.822177,0.224289,0.523183,58.454,-15.2589,720575940621612897
13,-5,-0.863723,0.471843,0.177049,79.8021,-151.3527,720575940622129927
6,5,0.459113,0.728548,0.508362,59.4452,-57.7819,720575940627861233
12,-4,-0.662542,0.708089,0.244228,75.8638,-133.0967,720575940632391264
8,2,0.141319,0.881234,0.45106,63.1883,-80.8894,720575940626412688
1,13,0.864662,0.034798,0.501148,59.9241,-2.3046,720575940630276412
10,-1,-0.250052,0.892323,0.37581,67.9256,-105.6543,720575940650738297
3,10,0.763831,0.343648,0.546323,56.8849,-24.223,720575940630777206
5,7,0.598831,0.580021,0.552247,56.4787,-44.0859,720575940627323279
7,4,0.34346,0.792723,0.503612,59.7607,-66.5746,720575940612977066
2,12,0.832611,0.148537,0.533569,57.7531,-10.1151,720575940622006337
4,9,0.699212,0.436683,0.566048,55.5249,-31.9863,720575940627855366
9,1,-0.019166,0.897766,0.440056,63.8926,-91.223,720575940625306160
11,-2,-0.403369,0.847038,0.34615,69.748,-115.4643,720575940641947336
1,14,0.86154,-0.044517,0.505733,59.6199,2.9579,720575940609061077
6,6,0.49943,0.67171,0.547151,56.8282,-53.3684,720575940618489758
12,-3,-0.57865,0.755452,0.307336,72.1012,-127.4509,720575940612181221
8,3,0.202209,0.847257,0.491189,60.5812,-76.5767,720575940606034860
13,-4,-0.77252,0.581607,0.254848,75.2354,-143.025,720575940630317182
3,11,0.778992,0.271793,0.565067,55.5931,-19.2341,720575940615358119
10,0,-0.183007,0.884407,0.429339,64.5744,-101.691,720575940622468888
5,8,0.62134,0.524251,0.582321,54.3861,-40.1558,720575940628909434
7,5,0.391429,0.744123,0.541355,57.2241,-62.2544,720575940614856359
2,13,0.836275,0.073071,0.543419,57.0833,-4.9937,720575940625113579
4,10,0.719157,0.373319,0.586043,54.1233,-27.4341,720575940616896822
11,-1,-0.32927,0.858077,0.394062,66.7925,-110.9933,720575940626373784
9,2,0.054565,0.873816,0.483186,61.1063,-86.4269,720575940624126413
6,7,0.536525,0.607306,0.585935,54.1309,-48.541,720575940629330882
8,4,0.260542,0.804641,0.533545,57.7547,-72.0581,720575940632258575
12,-2,-0.499993,0.785311,0.365094,68.5867,-122.4841,720575940628664136
3,12,0.790902,0.193088,0.580682,54.5015,-13.7196,720575940624738997
13,-3,-0.683445,0.660757,0.310327,71.921,-135.967,720575940606594238
5,9,0.639771,0.467529,0.610008,52.4099,-36.1584,720575940625320462
10,1,-0.115001,0.875999,0.468401,62.0694,-97.479,720575940630967097
2,14,0.825545,-0.011732,0.564215,55.6522,0.8142,720575940620157611
7,6,0.436835,0.685071,0.582969,54.3403,-57.4764,720575940631093352
4,11,0.731621,0.309793,0.607255,52.6087,-22.9495,720575940624901524
9,3,0.118985,0.842334,0.525657,58.2875,-81.9598,720575940637192805
11,0,-0.264626,0.85333,0.449223,63.3062,-107.2292,720575940629488400
6,8,0.566248,0.541283,0.621592,51.5675,-43.7087,720575940647381556
3,13,0.800886,0.111543,0.588337,53.9609,-7.9288,720575940633242705
8,5,0.313363,0.75393,0.577402,54.732,-67.4303,720575940621536961
14,-3,-0.807462,0.512946,0.291363,73.0604,-147.5739,720575940629800347
5,10,0.659534,0.404046,0.633847,50.6654,-31.4926,720575940612098766
12,-1,-0.423278,0.802478,0.420552,65.1306,-117.81,720575940615376070
10,2,-0.04029,0.856557,0.514477,59.0375,-92.693,720575940613630631
7,7,0.473524,0.625501,0.6201,51.6766,-52.8731,720575940637468016
