p,q,x,y,z,theta,phi,hex1,hex2
-17,-6,0.756844,0.028213,-0.652986,130.7671,-2.1348,12,2
-14,-9,0.587223,0.332099,-0.73816,137.5749,-29.49,9,5
-13,-16,0.07252,0.28859,-0.954702,162.6887,-75.8942,2,6
-13,-11,0.432554,0.42147,-0.797032,142.8476,-44.2565,7,6
-15,-7,0.718468,0.217851,-0.660563,131.3429,-16.8682,11,4
-16,-6,0.760041,0.109881,-0.640519,129.8305,-8.2264,12,3
-13,-10,0.502206,0.414495,-0.758935,139.3704,-39.5345,8,6
-14,-8,0.65213,0.312696,-0.690614,133.6787,-25.6177,10,5
-12,-14,0.135316,0.434528,-0.890435,152.928,-72.7029,4,7
-12,-13,0.229998,0.466787,-0.853938,148.6426,-63.7693,5,7
-12,-15,0.069923,0.393041,-0.916858,156.471,-79.9125,3,7
-17,-5,0.792438,-0.00805,-0.609899,127.5822,0.582,13,2
-12,-12,0.318156,0.472553,-0.82187,145.2724,-56.0488,6,7
-13,-9,0.569442,0.407598,-0.713863,135.5501,-35.5945,9,6
-12,-16,0.011856,0.356384,-0.934264,159.1096,-88.0946,2,7
-12,-11,0.393316,0.484183,-0.781582,141.4056,-50.9121,7,7
-15,-6,0.766628,0.187231,-0.614188,127.8929,-13.7245,12,4
-14,-7,0.713209,0.293861,-0.636379,129.5223,-22.3929,11,5
-16,-5,0.803899,0.073708,-0.590181,126.1698,-5.2387,13,3
-13,-8,0.638832,0.387647,-0.664548,131.6477,-31.2496,10,6
-12,-10,0.470461,0.482427,-0.738872,137.6354,-45.7195,8,7
-11,-14,0.074093,0.492794,-0.866985,150.1102,-81.4494,4,8
-11,-15,0.009277,0.449217,-0.893374,153.3004,-88.8169,3,8
-11,-13,0.163688,0.535611,-0.828448,145.9397,-73.0063,5,8
-17,-4,0.81887,-0.057398,-0.571102,124.8271,4.0095,14,2
-14,-6,0.754074,0.267338,-0.599919,126.8641,-19.5207,12,5
-15,-5,0.806323,0.154119,-0.571043,124.823,-10.8209,13,4
-12,-9,0.547883,0.473561,-0.689612,133.5994,-40.8384,9,7
-11,-12,0.269693,0.546758,-0.792667,142.4354,-63.7448,6,8
-13,-7,0.695837,0.371049,-0.614925,127.9465,-28.0684,11,6
-11,-16,-0.05199,0.423282,-0.904505,154.7567,-97.0024,2,8
-11,-11,0.35647,0.543365,-0.760055,139.469,-56.7335,7,8
-16,-4,0.836074,0.027002,-0.547952,123.2266,-1.8498,14,3
-12,-8,0.619553,0.462544,-0.634198,129.3605,-36.7442,10,7
-11,-10,0.428975,0.54689,-0.718952,135.968,-51.8897,8,8
-14,-5,0.803261,0.221785,-0.552795,123.559,-15.4351,13,5
-13,-6,0.746887,0.335371,-0.574183,125.0424,-24.1813,12,6
-10,-14,0.022805,0.544306,-0.838577,146.9901,-87.6009,4,9
-15,-4,0.847681,0.100287,-0.520941,121.3954,-6.7472,14,4
-10,-15,-0.049717,0.508097,-0.859864,149.3013,-95.5886,3,9
-10,-13,0.11027,0.589812,-0.799976,143.1279,-79.4103,5,9
-11,-9,0.511549,0.53673,-0.670998,132.1441,-46.376,9,8
-17,-3,0.842859,-0.113258,-0.526081,121.7411,7.6532,15,2
-12,-7,0.681541,0.436147,-0.587603,125.9871,-32.6169,11,7
-10,-12,0.215766,0.610304,-0.762217,139.66,-70.5295,6,9
-10,-16,-0.103551,0.460659,-0.881516,151.8258,-102.6688,2,9
-16,-3,0.865448,-0.014656,-0.500785,120.0519,0.9702,15,3
-10,-11,0.308944,0.615309,-0.725223,136.4874,-63.339,7,9
-14,-4,0.844102,0.1853,-0.503147,120.2084,-12.3814,14,5
-11,-8,0.588575,0.522813,-0.616642,128.0713,-41.6137,10,8
-13,-5,0.798168,0.293297,-0.526218,121.7503,-20.1765,13,6
-10,-10,0.387645,0.614387,-0.687212,133.4098,-57.7503,8,9
-15,-3,0.872951,0.061818,-0.483876,118.9388,-4.0507,15,4
-12,-6,0.73376,0.410507,-0.541369,122.7769,-29.2252,12,7
-9,-14,-0.040996,0.599244,-0.799516,143.0839,-93.9137,4,10
-10,-9,0.471286,0.609155,-0.637824,129.6298,-52.2719,9,9
-9,-15,-0.11176,0.547063,-0.829597,146.0574,-101.5461,3,10
-9,-13,0.054129,0.635557,-0.770154,140.3677,-85.132,5,10
-11,-7,0.652817,0.502226,-0.567096,124.548,-37.5718,11,8
-9,-12,0.16496,0.659448,-0.733428,137.1745,-75.9558,6,10
-13,-4,0.840868,0.260089,-0.474652,118.3367,-17.1874,14,6
-16,-2,0.890137,-0.070776,-0.450163,116.7541,4.5461,16,3
-14,-3,0.876057,0.136534,-0.462475,117.5469,-8.8583,15,5
-12,-5,0.783047,0.37626,-0.495243,119.6858,-25.6646,13,7
-9,-11,0.257925,0.678213,-0.688114,133.481,-69.1781,7,10
-9,-16,-0.202702,0.488616,-0.848626,148.0626,-112.531,2,10
-10,-8,0.548468,0.598217,-0.584226,125.7483,-47.4842,10,9
-11,-6,0.71112,0.474664,-0.518654,121.242,-33.7226,12,8
-9,-10,0.339816,0.682408,-0.647182,130.3295,-63.5282,8,10
-15,-2,0.901924,0.016583,-0.431577,115.5677,-1.0533,16,4
-12,-4,0.824459,0.341785,-0.451055,116.8114,-22.5168,14,7
-13,-3,0.878002,0.212893,-0.428706,115.3855,-13.6297,15,6
-10,-7,0.619177,0.573626,-0.536258,122.4293,-42.813,11,9
-9,-9,0.422673,0.676527,-0.603041,127.088,-58.0042,9,10
-8,-14,-0.09839,0.635508,-0.7658,139.9782,-98.8007,4,11
-8,-13,-0.015098,0.674021,-0.738558,137.6087,-91.2832,5,11
-8,-15,-0.17426,0.571513,-0.801877,143.3097,-106.957,3,11
-14,-2,0.90656,0.092938,-0.411718,114.3128,-5.8534,16,5
-11,-5,0.757319,0.451081,-0.472222,118.1786,-30.7792,13,8
-8,-12,0.086706,0.708028,-0.700841,134.4945,-83.0182,6,11
-8,-11,0.185525,0.726889,-0.661221,131.393,-75.682,7,11
-9,-8,0.505343,0.664811,-0.55014,123.3766,-52.7604,10,10
-10,-6,0.678549,0.543719,-0.493903,119.5974,-38.7051,12,9
-8,-16,-0.258809,0.515519,-0.816859,144.7715,-116.6583,2,11
-15,-1,0.914841,-0.03225,-0.402525,113.7362,2.0189,17,4
-8,-10,0.285759,0.727993,-0.623191,128.5496,-68.5685,8,11
-12,-3,0.867491,0.292456,-0.402404,113.7286,-18.6304,15,7
-13,-2,0.903899,0.170888,-0.392127,113.0869,-10.7058,16,6
-11,-4,0.80549,0.415488,-0.422558,114.9962,-27.2856,14,8
-9,-7,0.580627,0.642823,-0.499651,119.9769,-47.9102,11,10
-8,-9,0.376842,0.728416,-0.572189,124.903,-62.6455,9,11
-14,-1,0.927365,0.046481,-0.371259,111.7933,-2.8693,17,5
-10,-5,0.733405,0.50923,-0.450336,116.7653,-34.7737,13,9
-7,-14,-0.169084,0.641044,-0.748648,138.4734,-104.776,4,12
-7,-13,-0.081732,0.698826,-0.710607,135.2843,-96.6708,5,12
-7,-12,0.011105,0.746304,-0.665512,131.7216,-89.1475,6,12
-7,-15,-0.257803,0.570184,-0.780018,141.2622,-114.3296,3,12
-9,-6,0.640945,0.614419,-0.460087,117.3927,-43.7895,12,10
-7,-11,0.118442,0.77252,-0.623846,128.5976,-81.2833,7,12
-8,-8,0.455575,0.72112,-0.521955,121.4635,-57.7169,10,11
-12,-2,0.901353,0.240191,-0.360376,111.1233,-14.9214,16,7
-11,-3,0.850077,0.368586,-0.376184,112.0975,-23.4411,15,8
-13,-1,0.930682,0.117207,-0.346546,110.2762,-7.1779,17,6
-15,0,0.921188,-0.117068,-0.371091,111.7829,7.2425,18,4
-7,-10,0.218773,0.776372,-0.591088,126.2342,-74.2627,8,12
-10,-4,0.782888,0.477254,-0.399142,113.5245,-31.3668,14,9
-8,-7,0.536624,0.698405,-0.473565,118.266,-52.4629,11,11
-14,0,0.939722,-0.001611,-0.341936,109.9949,0.0982,18,5
-7,-9,0.313576,0.774534,-0.549334,123.3213,-67.959,9,12
-9,-5,0.700744,0.582701,-0.411603,114.3056,-39.7451,13,10
-6,-14,-0.249015,0.65181,-0.716335,135.7527,-110.9086,4,13
-6,-13,-0.151875,0.719981,-0.677172,132.623,-101.9115,5,13
-12,-1,0.929228,0.187831,-0.318206,108.5545,-11.4276,17,7
-6,-12,-0.05399,0.77354,-0.631444,129.1567,-93.9925,6,13
-11,-2,0.890828,0.318396,-0.324112,108.9118,-19.6677,16,8
-10,-3,0.830518,0.435843,-0.346816,110.2927,-27.6898,15,9
-6,-15,-0.330895,0.565662,-0.755338,139.0549,-120.3264,3,13
-7,-8,0.400231,0.769814,-0.497194,119.8145,-62.5298,10,12
-8,-6,0.608156,0.674706,-0.418233,114.7231,-47.9696,12,11
-13,0,0.947068,0.079999,-0.310905,108.1138,-4.8283,18,6
-6,-11,0.052559,0.808441,-0.586226,125.8896,-86.2803,7,13
-9,-4,0.755622,0.552452,-0.351899,110.6035,-36.1713,14,10
-6,-10,0.15237,0.82117,-0.549967,123.3647,-79.4882,8,13
-7,-7,0.483587,0.756681,-0.439974,116.1022,-57.4178,11,12
-14,1,0.948767,-0.069068,-0.308336,107.959,4.1637,19,5
-8,-5,0.665593,0.641044,-0.382162,112.4677,-43.9237,13,11
-11,-1,0.921552,0.263878,-0.284797,106.5467,-15.9786,17,8
-6,-9,0.249496,0.820677,-0.514044,120.9336,-73.0901,9,13
-12,0,0.94574,0.145847,-0.290352,106.879,-8.7668,18,7
-10,-2,0.870917,0.394825,-0.292604,107.0139,-24.3869,16,9
-5,-14,-0.31601,0.653737,-0.687579,133.4388,-115.7987,4,14
-5,-13,-0.229004,0.729494,-0.644512,130.1291,-107.4282,5,14
-9,-3,0.807031,0.501742,-0.311379,108.1423,-31.8698,15,10
-5,-12,-0.124985,0.785139,-0.606576,127.3424,-99.0449,6,14
-13,1,0.959292,0.022186,-0.281544,106.3523,-1.3249,19,6
-7,-6,0.560204,0.732706,-0.386411,112.7314,-52.5996,12,12
-6,-8,0.345468,0.813617,-0.467632,117.8807,-66.9936,10,13
-5,-15,-0.382789,0.590394,-0.710568,135.2812,-122.9579,3,14
-5,-11,-0.017716,0.833945,-0.551563,123.4743,-91.217,7,14
-8,-4,0.721081,0.610752,-0.327144,109.0955,-40.2644,14,11
-5,-10,0.083986,0.85673,-0.508881,120.5893,-84.4011,8,14
-11,0,0.942995,0.211804,-0.256709,104.8749,-12.659,18,8
-10,-1,0.903861,0.346982,-0.250277,104.4939,-21.0012,17,9
-6,-7,0.41829,0.811078,-0.408883,114.1347,-62.7189,11,13
-14,2,0.939922,-0.132614,-0.31458,108.3355,8.0309,20,5
-12,1,0.964197,0.093699,-0.248081,104.364,-5.5504,19,7
-7,-5,0.623552,0.704255,-0.339421,109.8416,-48.4781,13,12
-9,-2,0.844177,0.463941,-0.268559,105.5785,-28.7922,16,10
-5,-9,0.174788,0.865431,-0.469551,118.0051,-78.5818,9,14
-8,-3,0.771348,0.573193,-0.276537,106.0536,-36.6163,15,11
-4,-13,-0.308965,0.72494,-0.615632,127.9978,-113.0834,5,15
-13,2,0.964073,-0.050343,-0.260822,105.1189,2.9892,20,6
-4,-14,-0.421393,0.620884,-0.661008,131.3768,-124.1647,4,15
-4,-12,-0.205343,0.786858,-0.581969,125.5892,-104.6261,6,15
-6,-6,0.499215,0.794319,-0.346181,110.2539,-57.8514,12,13
-5,-8,0.268659,0.86242,-0.429016,115.4051,-72.6972,10,14
-7,-4,0.68076,0.669108,-0.298095,107.3432,-44.5054,14,12
-4,-11,-0.089663,0.846792,-0.524312,121.6219,-96.0443,7,15
-10,0,0.930849,0.287216,-0.225892,103.0554,-17.1478,18,9
-11,1,0.963299,0.15862,-0.216552,102.5066,-9.3506,19,8
-9,-1,0.88208,0.414472,-0.223937,102.9404,-25.1679,17,10
-4,-10,0.008802,0.880458,-0.474042,118.297,-89.4272,8,15
-5,-7,0.35906,0.853899,-0.37674,112.1319,-67.1935,11,14
-12,2,0.978521,0.027194,-0.204344,101.7911,-1.5919,20,7
-8,-2,0.816695,0.526959,-0.23521,103.604,-32.8315,16,11
-6,-5,0.573876,0.761666,-0.300885,107.5107,-53.0038,13,13
-4,-9,0.1058,0.891674,-0.440142,116.1129,-83.2333,9,15
-7,-3,0.731679,0.634116,-0.250086,104.4826,-40.9141,15,12
-3,-13,-0.392032,0.700944,-0.595809,126.5703,-119.2179,5,16
-10,1,0.955687,0.230041,-0.183692,100.5849,-13.534,19,9
-13,3,0.964827,-0.126264,-0.230579,103.3312,7.4557,21,6
-3,-14,-0.449522,0.611117,-0.65151,130.6556,-126.3372,4,16
-3,-12,-0.278321,0.78636,-0.551521,123.4714,-109.4907,6,16
-5,-6,0.439797,0.841589,-0.313539,108.2727,-62.4094,12,14
-9,0,0.916113,0.357615,-0.181242,100.4421,-21.3238,18,10
-4,-8,0.196914,0.898449,-0.392448,113.1069,-77.6379,10,15
-11,2,0.979456,0.090928,-0.179994,100.3694,-5.3039,20,8
-3,-11,-0.174951,0.841236,-0.511581,120.7692,-101.7483,7,16
-6,-4,0.630841,0.733064,-0.254279,104.7309,-49.2862,14,13
-8,-1,0.853436,0.480002,-0.203088,101.7176,-29.3549,17,11
-3,-10,-0.074611,0.889607,-0.450591,116.7816,-94.7942,8,16
-12,3,0.982227,-0.032037,-0.184944,100.6579,1.8681,21,7
-7,-2,0.785077,0.583204,-0.208632,102.0422,-36.6073,16,12
-4,-7,0.291395,0.893177,-0.342525,110.0308,-71.9313,11,15
-5,-5,0.524606,0.806744,-0.271942,105.7798,-56.965,13,14
-3,-9,0.039173,0.914224,-0.403311,113.7853,-87.5465,9,16
-10,2,0.974134,0.167755,-0.151399,98.708,-9.771,20,9
-6,-3,0.688869,0.693739,-0.210206,102.1344,-45.2018,15,13
-9,1,0.942482,0.297672,-0.15205,98.7457,-17.5281,19,10
-8,0,0.889275,0.429146,-0.158189,99.1018,-25.761,18,11
-11,3,0.9875,0.036558,-0.15332,98.8194,-2.1202,21,8
-2,-13,-0.456808,0.687708,-0.564255,124.3506,-123.594,5,17
-4,-6,0.369709,0.884238,-0.285376,106.5813,-67.3097,12,15
-3,-8,0.125396,0.925488,-0.357419,110.9418,-82.2839,10,16
-2,-12,-0.366914,0.774855,-0.514756,120.9811,-115.3388,6,17
-7,-1,0.831781,0.528154,-0.17086,99.8378,-32.4142,17,12
-5,-4,0.589413,0.77424,-0.23053,103.3283,-52.7187,14,14
-2,-14,-0.509425,0.607103,-0.609846,127.5784,-130.0002,4,17
-2,-11,-0.252149,0.844159,-0.473092,118.2352,-106.6308,7,17
-12,4,0.977526,-0.12414,-0.170389,99.8105,7.2375,22,7
-6,-2,0.739756,0.65034,-0.172682,99.9438,-41.3196,16,13
-2,-10,-0.142875,0.895351,-0.421822,114.9497,-99.0665,8,17
-3,-7,0.222621,0.927286,-0.300964,107.5155,-76.5,11,16
-4,-5,0.456015,0.858424,-0.234859,103.5833,-62.0217,13,15
-9,2,0.964595,0.234574,-0.120549,96.9238,-13.6681,20,10
-8,1,0.924797,0.365023,-0.107276,96.1583,-21.5394,19,11
-10,3,0.988989,0.096913,-0.111842,96.4215,-5.5967,21,9
-2,-9,-0.052733,0.928383,-0.367865,111.584,-93.251,9,17
-5,-3,0.650793,0.736562,-0.184241,100.6169,-48.5376,15,14
-7,0,0.864663,0.485748,-0.128088,97.3591,-29.3263,18,12
-11,4,0.989994,-0.03613,-0.136404,97.8398,2.0901,22,8
-3,-6,0.301495,0.921954,-0.243107,104.07,-71.8913,12,16
-6,-1,0.793579,0.592184,-0.139823,98.0376,-36.731,17,13
-2,-8,0.060411,0.944469,-0.323,108.8445,-86.3402,10,17
-4,-4,0.542019,0.817245,-0.195772,101.2898,-56.4466,14,15
-1,-12,-0.442381,0.750593,-0.490825,119.3948,-120.5141,6,18
-1,-13,-0.534505,0.660061,-0.527848,121.8602,-128.9999,5,18
-1,-11,-0.34456,0.827562,-0.443193,116.3078,-112.6047,7,18
-9,3,0.981643,0.17323,-0.079801,94.5771,-10.0079,21,10
-5,-2,0.699938,0.699586,-0.143755,98.2652,-44.9856,16,14
-8,2,0.949531,0.303696,-0.078479,94.5012,-17.7362,20,11
-1,-10,-0.232346,0.88724,-0.398524,113.4859,-104.6748,8,18
-2,-7,0.144447,0.952696,-0.267405,105.5099,-81.3785,11,17
-7,1,0.898459,0.430806,-0.084721,94.86,-25.6175,19,12
-3,-5,0.38348,0.901212,-0.201891,101.6476,-66.9495,13,16
-10,4,0.996496,0.028601,-0.078601,94.5081,-1.644,22,9
-4,-3,0.601393,0.782721,-0.160233,99.2204,-52.4636,15,15
-1,-9,-0.127642,0.930627,-0.342989,110.0591,-97.8098,9,18
-6,0,0.836421,0.53936,-0.097423,95.5908,-32.8157,18,13
-11,5,0.980785,-0.139381,-0.136504,97.8456,8.0882,23,8
-2,-6,0.236769,0.948252,-0.211561,102.2138,-75.9805,12,17
-5,-1,0.751307,0.651232,-0.106932,96.1385,-40.9187,17,14
-1,-8,-0.028181,0.955094,-0.29496,107.1552,-91.6901,10,18
-3,-4,0.479449,0.863377,-0.157187,99.0437,-60.9558,14,16
0,-12,-0.516288,0.721362,-0.46161,117.491,-125.5918,6,19
-8,3,0.969646,0.238422,-0.054239,93.1092,-13.8142,21,11
-9,4,0.993754,0.102027,-0.045198,92.5905,-5.8619,22,10
0,-13,-0.577811,0.639793,-0.506753,120.4478,-132.0859,5,19
0,-11,-0.416597,0.805614,-0.421229,114.9122,-117.3443,7,19
-7,2,0.927499,0.371409,-0.042442,92.4325,-21.8232,20,12
-4,-2,0.66111,0.741705,-0.113167,96.4979,-48.2882,16,15
-10,5,0.997077,-0.033138,-0.068838,93.9473,1.9035,23,9
0,-10,-0.306153,0.875077,-0.374847,112.0149,-109.2828,8,19
-6,1,0.868672,0.492155,-0.056512,93.2396,-29.5342,19,13
-1,-7,0.060434,0.965601,-0.252907,104.6496,-86.4187,11,18
-2,-5,0.326184,0.929495,-0.172171,99.9141,-70.6627,13,17
-3,-3,0.545663,0.829483,-0.119203,96.8461,-56.6617,15,16
-5,0,0.803452,0.592204,-0.061318,93.5155,-36.393,18,14
0,-9,-0.200711,0.925506,-0.321176,108.734,-102.236,9,19
-8,4,0.985645,0.16802,-0.01655,90.9483,-9.6741,22,11
-4,-1,0.706723,0.703888,-0.071305,94.0889,-44.8848,17,15
-1,-6,0.161746,0.967656,-0.193595,101.1627,-80.5106,12,18
-9,5,0.998704,0.042026,-0.0287,91.6446,-2.4096,23,10
-7,3,0.954069,0.299544,-0.005118,90.2932,-17.4304,21,12
-2,-4,0.403284,0.905761,-0.130227,97.4827,-65.9993,14,17
0,-8,-0.089496,0.962179,-0.257298,104.9098,-95.314,10,19
-6,2,0.901011,0.433658,-0.010971,90.6286,-25.7016,20,13
1,-12,-0.588991,0.685144,-0.428563,115.3764,-130.6843,6,20
-10,6,0.993656,-0.088321,-0.06962,93.9922,5.0794,24,9
1,-11,-0.491328,0.774306,-0.398807,113.5036,-122.3967,7,20
-3,-2,0.595264,0.800108,-0.074078,94.2483,-53.3515,16,16
-5,1,0.836743,0.547254,-0.019355,91.1091,-33.1858,19,14
1,-10,-0.386669,0.852145,-0.352613,110.6472,-114.4066,8,20
-1,-5,0.262294,0.954007,-0.145161,98.3466,-74.627,13,18
0,-7,9.1e-05,0.975135,-0.22161,102.8036,-89.9946,11,19
-4,0,0.754687,0.655768,-0.020379,91.1677,-40.9883,18,15
-2,-3,0.47489,0.875742,-0.086918,94.9863,-61.5303,15,17
1,-9,-0.276147,0.914661,-0.295192,107.1691,-106.7997,9,20
-8,5,0.994638,0.102675,0.012374,89.291,-5.8937,23,11
-7,4,0.974838,0.222131,0.018682,88.9295,-12.8365,22,12
-9,6,0.999362,-0.022276,-0.027918,91.5998,1.2769,24,10
-6,3,0.928844,0.369065,0.032254,88.1517,-21.6698,21,13
0,-6,0.093682,0.980764,-0.171247,99.8603,-84.5437,12,19
-3,-1,0.654735,0.75495,-0.037059,92.1238,-49.0663,17,16
-1,-4,0.333278,0.937579,-0.099358,95.7022,-70.4314,14,18
-5,2,0.868285,0.495818,0.015707,89.1,-29.7277,20,14
1,-8,-0.168447,0.959969,-0.223799,102.9322,-99.9524,10,20
2,-12,-0.611976,0.665765,-0.426898,115.2708,-132.5894,6,21
2,-11,-0.560361,0.737292,-0.377354,112.1699,-127.2358,7,21
-2,-2,0.539568,0.841101,-0.037625,92.1562,-57.3197,16,17
-4,1,0.7977,0.602881,0.014452,89.1719,-37.081,19,15
2,-10,-0.462373,0.826064,-0.322227,108.7976,-119.237,8,21
0,-5,0.182379,0.97662,-0.113803,96.5346,-79.4221,13,19
1,-7,-0.077813,0.980789,-0.178883,100.3047,-94.5362,11,20
-8,6,0.998743,0.043759,0.024457,88.5986,-2.5088,24,11
-7,5,0.985814,0.162342,0.042615,87.5576,-9.3514,23,12
-3,0,0.716118,0.697858,0.012976,89.2565,-44.2601,18,16
-6,4,0.948895,0.310468,0.056641,86.753,-18.1176,22,13
-9,7,0.993322,-0.109214,-0.037189,92.1313,6.2743,25,10
-1,-3,0.407236,0.911755,-0.053494,93.0665,-65.9321,15,18
2,-9,-0.360069,0.891896,-0.273626,105.8802,-111.9845,9,21
-5,3,0.900257,0.431174,0.060217,86.5477,-25.5919,21,14
-2,-1,0.591958,0.805919,0.008996,89.4845,-53.7022,17,17
1,-6,0.023937,0.990408,-0.136082,97.8212,-88.6155,12,20
-4,2,0.83211,0.552428,0.049147,87.183,-33.5797,20,15
2,-8,-0.250354,0.947532,-0.198759,101.4644,-104.8003,10,21
0,-4,0.258883,0.964244,-0.056681,93.2493,-74.9715,14,19
3,-11,-0.62722,0.693565,-0.354349,110.7535,-132.1244,7,22
-1,-2,0.478604,0.87803,0.000897,89.9486,-61.4057,16,18
-3,1,0.763393,0.644022,0.049667,87.1531,-40.152,19,16
-8,7,0.999512,-0.022008,0.022174,88.7294,1.2614,25,11
-7,6,0.993995,0.094777,0.054686,86.8651,-5.4467,24,12
-6,5,0.970495,0.230985,0.069172,86.0335,-13.3877,23,13
3,-10,-0.535765,0.78996,-0.298193,107.3491,-124.1458,8,22
1,-5,0.110187,0.990205,-0.085751,94.9192,-83.6504,13,20
2,-7,-0.155821,0.977331,-0.14333,98.2406,-99.0587,11,21
-5,4,0.924615,0.371791,0.082822,85.2492,-21.9052,22,14
-2,0,0.660869,0.748871,0.049442,87.1661,-48.572,18,17
0,-3,0.337465,0.941169,-0.017843,91.0224,-70.2742,15,19
3,-9,-0.433214,0.867842,-0.243261,104.0791,-116.5277,9,22
-4,3,0.869604,0.486782,0.082661,85.2585,-29.239,21,15
-1,-1,0.54247,0.838918,0.044069,87.4742,-57.112,17,18
-3,2,0.796728,0.598958,0.080462,85.3849,-36.9348,20,16
2,-6,-0.058655,0.993178,-0.100781,95.7842,-93.3798,12,21
1,-4,0.194941,0.980084,-0.03787,92.1703,-78.7505,14,20
3,-8,-0.329292,0.926781,-0.180678,100.4092,-109.5605,10,22
-7,7,0.997057,0.037551,0.066837,86.1677,-2.1568,25,12
-8,8,0.994221,-0.105954,0.017248,89.0117,6.0831,26,11
-6,6,0.982868,0.163569,0.08494,85.1274,-9.4485,24,13
-2,1,0.712647,0.696952,0.079955,85.414,-44.3621,19,17
-5,5,0.947401,0.303709,0.100959,84.2056,-17.7744,23,14
4,-11,-0.695993,0.643654,-0.318282,108.5591,-137.2374,7,23
0,-2,0.413193,0.910129,0.030597,88.2467,-65.5822,16,19
4,-10,-0.605364,0.745637,-0.278495,106.1704,-129.0723,8,23
-4,4,0.896706,0.428452,0.111119,83.6202,-25.5388,22,15
2,-5,0.038943,0.997549,-0.05813,93.3325,-87.7644,13,21
3,-7,-0.227037,0.966756,-0.117628,96.7552,-103.2161,11,22
-1,0,0.596901,0.798226,0.080899,85.3597,-53.2115,18,18
-3,3,0.828463,0.550215,0.104463,84.0038,-33.5897,21,16
1,-3,0.273986,0.961679,0.010265,89.4118,-74.0975,15,20
4,-9,-0.512228,0.829013,-0.224409,102.9681,-121.711,9,23
-7,8,0.997108,-0.029577,0.070001,85.986,1.699,26,12
-6,7,0.992574,0.084348,0.087647,84.9718,-4.8573,25,13
-2,2,0.757112,0.645086,0.103179,84.0777,-40.4322,20,17
0,-1,0.484004,0.872399,0.068266,86.0856,-60.9786,17,19
-5,6,0.965874,0.238405,0.101249,84.1889,-13.8651,24,14
3,-6,-0.14138,0.98751,-0.06954,93.9876,-98.1476,12,22
2,-4,0.131415,0.991273,-0.010407,90.5963,-82.4482,14,21
4,-8,-0.40622,0.898504,-0.16636,99.5762,-114.3281,10,23
-4,5,0.925266,0.358013,0.125337,82.7998,-21.1529,23,15
-1,1,0.660712,0.742416,0.110805,83.6383,-48.3325,19,18
1,-2,0.353416,0.93369,0.057623,86.6966,-69.2676,16,20
-3,4,0.85955,0.496036,0.12297,82.9364,-29.9887,22,16
