p,q,x,y,z,theta,phi,hex1,hex2
18,7,-0.502652,0.365167,0.783577,38.4107,-144.0023,25,37
14,11,0.05218,0.450993,0.891001,27.0007,-83.4002,29,33
13,13,0.206092,0.351153,0.913355,24.0268,-59.5913,31,32
12,15,0.324144,0.243263,0.914196,23.9082,-36.8874,33,31
11,18,0.407189,-0.018466,0.913157,24.0546,2.5966,36,30
15,10,-0.088248,0.462074,0.88244,28.0619,-100.8123,28,34
17,8,-0.360534,0.441239,0.821781,34.7365,-129.252,26,36
12,16,0.331472,0.164374,0.929036,21.715,-26.3765,34,31
16,9,-0.214614,0.475399,0.853192,31.4395,-114.2963,27,35
14,12,0.091772,0.397564,0.912974,24.0804,-77.0018,30,33
13,14,0.230974,0.294136,0.927435,21.9616,-51.8588,32,32
19,8,-0.535171,0.273675,0.799183,36.9478,-152.9158,26,38
18,8,-0.448887,0.362626,0.816702,35.244,-141.0675,26,37
12,17,0.348742,0.079577,0.933834,20.9594,-12.8538,35,31
15,11,-0.035464,0.421831,0.905981,25.0443,-94.8056,29,34
12,18,0.32983,0.00698,0.944014,19.263,-1.2124,36,31
13,15,0.256243,0.233002,0.938109,20.2636,-42.2803,33,32
14,13,0.118987,0.333255,0.935299,20.7236,-70.3512,31,33
17,9,-0.305113,0.422962,0.853234,31.4348,-125.8056,27,36
16,10,-0.184031,0.424134,0.886704,27.5381,-113.456,28,35
13,16,0.270038,0.161395,0.949227,18.3362,-30.8657,34,32
15,12,0.011819,0.378962,0.925337,22.2808,-88.2137,30,34
14,14,0.153077,0.27178,0.950107,18.1753,-60.6101,32,33
18,9,-0.400607,0.335034,0.852799,31.4826,-140.0937,27,37
19,9,-0.485459,0.239655,0.840771,32.7784,-153.726,27,38
13,17,0.278431,0.082133,0.956938,16.8755,-16.4353,35,32
16,11,-0.135949,0.377768,0.915865,23.6711,-109.7925,29,35
13,18,0.287281,0.007156,0.95782,16.7006,-1.4269,36,32
17,10,-0.255207,0.38495,0.886951,27.5074,-123.5429,28,36
15,13,0.043418,0.318284,0.947001,18.7374,-82.232,31,34
14,15,0.184873,0.208621,0.960364,16.1855,-48.4537,33,33
18,10,-0.343824,0.311419,0.885891,27.6386,-137.8312,28,37
14,16,0.198396,0.140132,0.970053,14.0575,-35.2344,34,33
16,12,-0.074715,0.337917,0.938206,20.2476,-102.4679,30,35
15,14,0.082705,0.250139,0.964671,15.2753,-71.7042,32,34
19,10,-0.427044,0.236235,0.872827,29.2112,-151.0493,28,38
17,11,-0.227232,0.335482,0.914231,23.9033,-124.111,29,36
14,17,0.200822,0.064748,0.977486,12.1811,-17.8702,35,33
14,18,0.218771,0.006689,0.975753,12.6429,-1.7513,36,33
16,13,-0.036379,0.282995,0.958431,16.5782,-97.3252,31,35
15,15,0.116826,0.179815,0.976739,12.3823,-56.988,33,34
18,11,-0.295302,0.274524,0.915114,23.7781,-137.0883,29,37
17,12,-0.177076,0.286076,0.941703,19.6605,-121.7568,30,36
19,11,-0.351673,0.191618,0.916302,23.6087,-151.4151,29,38
15,16,0.128473,0.101636,0.986491,9.4284,-38.3477,34,34
16,14,-0.000652,0.211012,0.977483,12.1817,-90.1769,32,35
15,18,0.12822,-0.030807,0.991267,7.5776,13.5101,36,34
15,17,0.148834,0.021084,0.988637,8.6455,-8.0628,35,34
17,13,-0.123072,0.225306,0.966484,14.876,-118.6454,31,36
18,12,-0.2576,0.227271,0.939143,20.0918,-138.5792,30,37
16,15,0.022812,0.129506,0.991316,7.5563,-80.01,33,35
19,12,-0.321251,0.196053,0.926478,22.1077,-148.6051,30,38
17,14,-0.08022,0.168143,0.982493,10.7369,-115.5054,32,36
16,16,0.04445,0.054294,0.997535,4.0237,-50.6929,34,35
16,17,0.059274,-0.031653,0.99774,3.8529,28.1027,35,35
18,13,-0.203173,0.176606,0.963084,15.6167,-139.0014,31,37
19,13,-0.262796,0.119384,0.957437,16.7767,-155.5685,31,38
17,15,-0.052774,0.088755,0.994654,5.9269,-120.7359,33,36
17,17,-0.011122,-0.052935,0.998536,3.1007,101.866,35,36
18,14,-0.145088,0.120263,0.982083,10.8624,-140.3448,32,37
17,16,-0.052515,-0.009351,0.998576,3.0577,169.9036,34,36
19,14,-0.212651,0.06105,0.975219,12.7819,-163.9817,32,38
18,15,-0.14185,0.05737,0.988224,8.8015,-157.9797,33,37
18,16,-0.070883,-0.036041,0.996833,4.561,153.0488,34,37
