p,q,x,y,z,theta,phi,hex1,hex2
2,1,0.454881,0.855764,0.246478,75.7308,-62.0071,19,21
0,4,0.717179,0.635054,0.286986,73.3224,-41.5245,22,19
-5,11,0.968957,-0.099397,0.226369,76.9166,5.857,29,14
4,-2,0.130118,0.974164,0.184592,79.3626,-82.3921,16,23
8,-9,-0.849109,0.522915,-0.074657,94.2815,-148.3736,9,27
-2,7,0.88171,0.350349,0.315979,71.5801,-21.6705,25,17
7,-7,-0.561772,0.82637,0.039047,87.7622,-124.2082,11,26
1,3,0.628144,0.721957,0.290196,73.1303,-48.9749,21,20
6,-5,-0.278526,0.952493,0.123208,82.9227,-106.2999,13,25
3,0,0.329692,0.91564,0.230014,76.7021,-70.1977,18,22
-4,10,0.961017,0.033783,0.274419,74.0726,-2.0133,28,15
-1,6,0.81729,0.478283,0.321377,71.2538,-30.3364,24,18
5,-3,-0.046506,0.984147,0.17115,80.1453,-92.7055,15,24
8,-8,-0.764406,0.644435,-0.019687,91.1281,-139.8673,10,27
2,2,0.512842,0.807361,0.291825,73.0327,-57.576,20,21
-3,9,0.939567,0.145236,0.310034,71.9387,-8.7871,27,16
0,5,0.74511,0.583341,0.323301,71.1373,-38.0571,23,19
7,-6,-0.44989,0.889086,0.08441,85.1579,-116.84,12,26
4,-1,0.182464,0.958966,0.217006,77.4667,-79.227,17,23
-2,8,0.897727,0.278316,0.341505,70.0314,-17.2246,26,17
6,-4,-0.205726,0.964102,0.167883,80.3353,-102.0455,14,25
1,4,0.665694,0.671923,0.324609,71.0581,-45.2668,22,20
3,1,0.382673,0.881895,0.275359,74.0166,-66.543,19,22
-4,11,0.960505,-0.025871,0.277056,73.9154,1.5429,29,15
-1,7,0.842537,0.403755,0.356529,69.1128,-25.6044,25,18
5,-2,0.032351,0.976331,0.213849,77.652,-88.1022,16,24
8,-7,-0.657519,0.75197,0.047001,87.306,-131.1663,11,27
2,3,0.566576,0.755779,0.328314,70.8335,-53.1426,21,21
-3,10,0.93887,0.094202,0.331132,70.6625,-5.7296,28,16
7,-5,-0.365119,0.919823,0.143576,81.7452,-111.6503,13,26
0,6,0.772535,0.526613,0.35478,69.22,-34.281,24,19
4,0,0.252729,0.931758,0.260682,74.8895,-74.8243,18,23
9,-8,-0.852328,0.522973,-0.006046,90.3464,-148.4674,10,28
6,-3,-0.131753,0.969381,0.207225,78.0402,-97.7399,15,25
-2,9,0.912278,0.200557,0.357108,69.0773,-12.3988,27,17
-4,12,0.955175,-0.088578,0.282478,73.5918,5.2982,30,15
1,5,0.699618,0.61703,0.360289,68.882,-41.4108,23,20
3,2,0.443004,0.834442,0.327802,70.8646,-62.0363,20,22
8,-6,-0.5483,0.831419,0.090057,84.8331,-123.4038,12,27
5,-1,0.10109,0.960708,0.258497,75.0191,-83.9932,17,24
-1,8,0.862624,0.331437,0.382138,67.5338,-21.0178,26,18
2,4,0.611571,0.706221,0.356696,69.1025,-49.1082,22,21
7,-4,-0.290996,0.935285,0.2014,78.3811,-107.2825,14,26
9,-7,-0.753017,0.657335,0.029608,88.3033,-138.8811,11,28
-3,11,0.937206,0.036012,0.346913,69.7014,-2.2005,29,16
4,1,0.319976,0.895069,0.310591,71.9051,-70.3287,19,23
0,7,0.796851,0.460959,0.390571,67.0099,-30.0484,25,19
6,-2,-0.054383,0.968822,0.241715,76.0122,-93.2128,16,25
-2,10,0.915548,0.140544,0.376854,67.861,-8.7273,28,17
3,3,0.498805,0.785143,0.367075,68.4646,-57.572,21,22
8,-5,-0.457078,0.876655,0.150189,81.3621,-117.537,13,27
1,6,0.725783,0.565368,0.391917,66.9262,-37.9177,24,20
5,0,0.17176,0.940984,0.291631,73.0444,-79.6555,18,24
-1,9,0.881925,0.247419,0.401239,66.3444,-15.6712,27,18
7,-3,-0.21279,0.946419,0.242921,75.941,-102.6715,15,26
9,-6,-0.654094,0.751132,0.089226,84.8809,-131.0497,12,28
-3,12,0.930235,-0.029563,0.365772,68.5449,1.8203,30,16
2,5,0.642697,0.656481,0.394935,66.7381,-45.6079,23,21
4,2,0.373865,0.856514,0.35582,69.1563,-66.4189,20,23
0,8,0.819009,0.386525,0.424055,64.9091,-25.2646,26,19
10,-7,-0.864233,0.502977,0.010705,89.3866,-149.8009,11,29
6,-1,0.013303,0.956832,0.290338,73.1218,-89.2035,17,25
